FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Oferta),BASEMONEDA (importe),Unidades,CENTROCOSTE3
11/22/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1160,La Salle Torreforta,1215,1849.95,5.00,14110
11/22/2017,45517,Transformer 10V DC,1160,La Salle Torreforta,1215,61.98,2.00,14110
11/27/2017,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1163,CEIP Manuela Malasaña,1224,1673.61,1.00,14110
11/28/2017,45300PI-24-V,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1163,CEIP Manuela Malasaña,1233,4502.58,1.00,14110
11/30/2017,45300,LEGO® Education WeDo 2.0 Core Set,1167,AMPA ARENAL DE LLEVANT,1240,857.94,6.00,14110
11/30/2017,45300,LEGO® Education WeDo 2.0 Core Set,1168,Cultura Pràctica,1241,1143.92,8.00,14110
11/30/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1168,Cultura Pràctica,1242,1849.95,5.00,14110
12/1/2017,9656,Early Simple Machines Set,1169,Escola Mestre Ignasi Peraire Mollerussa,1244,1028.93,7.00,14110
12/1/2017,9689,Simple Machines Set,1169,Escola Mestre Ignasi Peraire Mollerussa,1245,371.49,7.00,14110
12/1/2017,9686,Simple & Powered Machines Set,1169,Escola Mestre Ignasi Peraire Mollerussa,1246,1119.93,7.00,14110
12/5/2017,45300,LEGO® Education WeDo 2.0 Core Set,1175,Escola Ridolaina,1254,571.96,4.00,14110
12/14/2017,9686,Simple & Powered Machines Set,1184,Institut Vall d'Arús,1280,1119.93,7.00,14110
12/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1184,Institut Vall d'Arús,1281,1849.95,5.00,14110
12/14/2017,45517,Transformer 10V DC,1184,Institut Vall d'Arús,1281,61.98,2.00,14110
12/22/2017,45300,LEGO® Education WeDo 2.0 Core Set,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,1715.88,12.00,14110
12/22/2017,2000715,LE Replacement Pack LE WeDo 2.0,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,6.49,1.00,14110
12/22/2017,45304,Motion Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,18.49,1.00,14110
12/22/2017,45303,Medium Motor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,18.49,1.00,14110
12/22/2017,45305,Tilt Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,18.49,1.00,14110
12/22/2017,2000707,LE Replacement Pack Rubber Bands,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,6.49,1.00,14110
12/22/2017,45300V24,Pack LEGO Education WeDo 2.0 + VEXIA (24 alumnos),1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,4458.68,1.00,14110
12/22/2017,2000715,LE Replacement Pack LE WeDo 2.0,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,6.49,1.00,14110
12/22/2017,2000707,LE Replacement Pack Rubber Bands,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,6.49,1.00,14110
12/22/2017,45304,Motion Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,18.49,1.00,14110
12/22/2017,45303,Medium Motor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,18.49,1.00,14110
12/22/2017,45305,Tilt Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,18.49,1.00,14110
5/19/2017,45019,Creative LEGO® DUPLO® Brick Set,9999,CLIENTES CONTADO,353,559.9,10.00,14110
5/19/2017,45020,Creative LEGO® Brick Set,9999,CLIENTES CONTADO,353,55.99,1.00,14110
5/19/2017,9656,Early Simple Machines Set,9999,CLIENTES CONTADO,353,1322.91,9.00,14110
5/19/2017,9580,LEGO Education WeDo Construction Set,9999,CLIENTES CONTADO,353,1399.9,10.00,14110
5/19/2017,45300,LEGO® Education WeDo 2.0 Core Set,9999,CLIENTES CONTADO,353,1429.9,10.00,14110
7/5/2017,9688,Renewable Energy Add-on Set,379,AMERICAN SCHOOL OF BARCELONA FUNDACION PRIVADA,585,1233,11.00,14110
6/9/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,74,ESCUELAS PEREZ IBORRA S.L.,433,190,2.00,14120
6/9/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,74,ESCUELAS PEREZ IBORRA S.L.,435,190,2.00,14120
6/15/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,920,"COLEGIO KENSINGTON SCHOOL, S.A.",477,190,2.00,14120
6/22/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,962,Educación alfa y Omega,497,1140,12.00,14120
7/27/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,980,ESCOLA GENERAL PRIM,743,190,2.00,14120
11/2/2016,3,SERVICIOS PRESTADOS,3,ESCOLA GUINARDO S.C.C.L.,699,-43.35,1.00,14002
11/9/2016,6,Power Functions,6,AMPA SAGRADA FAMILIA DE SABADELL,744,28.09,1.00,14002
11/4/2016,7,LEGO Technic Off-Roader,7,THE BRITISH SCHOOL BARCELONA,725,495,99.00,14002
2/3/2016,22,SERVICIOS PRESTADOS,22,COLEGIO INTERNACIONAL EIRIS,34,-90,-1.00,14110
9/26/2016,39,EV3 Rechargeable DC Battery,39,"SEK ATLANTICO, S.L",483,162,2.00,14110
9/26/2016,39,Simple Machines Set,39,"SEK ATLANTICO, S.L",483,50.42,1.00,14110
9/26/2016,39,LEGO Education WeDo Construction Set,39,"SEK ATLANTICO, S.L",483,1219,10.00,14110
9/26/2016,39,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,39,"SEK ATLANTICO, S.L",483,76.78,1.00,14110
9/26/2016,39,SERVICIOS PRESTADOS,39,"SEK ATLANTICO, S.L",483,-120,-1.00,14110
2/18/2016,48,LEGO® Education WeDo 2.0 Core Set,48,FUNDACIO PRIVADA SANT NICOLAU,54,2790,20.00,14110
2/18/2016,48,SERVICIOS PRESTADOS,48,FUNDACIO PRIVADA SANT NICOLAU,54,-139.5,-1.00,14110
2/18/2016,48,Curriculum Pack LEGO Education WeDo 2.0,48,FUNDACIO PRIVADA SANT NICOLAU,54,0,1.00,14110
11/17/2016,48,Smarthub Rechargeable Battery,48,FUNDACIO PRIVADA SANT NICOLAU,787,999.8,20.00,14110
11/17/2016,48,SERVICIOS PRESTADOS,48,FUNDACIO PRIVADA SANT NICOLAU,787,-50,-1.00,14110
6/30/2016,51,LEGO® MINDSTORMS® Education EV3 Core Set,51,"INSTITUCIO FAMILIAR D'EDUCACIO, SA  (COL·LEGI LA FARGA)",254,3599.9,10.00,14110
6/30/2016,51,Transformer 10V DC,51,"INSTITUCIO FAMILIAR D'EDUCACIO, SA  (COL·LEGI LA FARGA)",254,101.3,5.00,14110
6/30/2016,51,SERVICIOS PRESTADOS,51,"INSTITUCIO FAMILIAR D'EDUCACIO, SA  (COL·LEGI LA FARGA)",254,-370.12,-1.00,14110
9/1/2016,80,LEGO® MINDSTORMS® Education EV3 Core Set,80,"SUBMINISTRAMENTS I SERVEIS, SL",367,1439.96,4.00,14110
9/1/2016,80,Transformer 10V DC,80,"SUBMINISTRAMENTS I SERVEIS, SL",367,40.52,2.00,14110
9/1/2016,80,LEGO® Education WeDo 2.0 Core Set,80,"SUBMINISTRAMENTS I SERVEIS, SL",367,697.5,5.00,14110
9/1/2016,80,Curriculum Pack LEGO Education WeDo 2.0,80,"SUBMINISTRAMENTS I SERVEIS, SL",367,0,1.00,14110
9/1/2016,80,SERVICIOS PRESTADOS,80,"SUBMINISTRAMENTS I SERVEIS, SL",367,-116,-1.00,14110
9/5/2016,81,LEGO® MINDSTORMS® Education EV3 Core Set,81,SAGRAT COR SARRIA,378,3599.9,10.00,14110
9/5/2016,81,Transformer 10V DC,81,SAGRAT COR SARRIA,378,101.3,5.00,14110
9/5/2016,81,SERVICIOS PRESTADOS,81,SAGRAT COR SARRIA,378,-370.12,-1.00,14110
9/16/2016,103,LEGO® MINDSTORMS® Education EV3 Core Set,103,COL·LEGI XALOC,443,719.98,2.00,14110
9/16/2016,103,Transformer 10V DC,103,COL·LEGI XALOC,443,40.52,2.00,14110
9/16/2016,103,LEGO® MINDSTORMS® Education EV3 Expansio,103,COL·LEGI XALOC,443,103.06,1.00,14110
9/16/2016,103,SERVICIOS PRESTADOS,103,COL·LEGI XALOC,443,-43.18,-1.00,14110
10/13/2016,147,EV3 Large Servo Motor,147,IES JOSE LUIS SAMPEDRO,599,30.4,1.00,14110
10/13/2016,147,EV3 Cable Pack,147,IES JOSE LUIS SAMPEDRO,599,15.99,1.00,14110
10/13/2016,147,Transformer 10V DC,147,IES JOSE LUIS SAMPEDRO,599,20.26,1.00,14110
10/20/2016,147,LEGO® MINDSTORMS® Education EV3 Core Set,147,IES JOSE LUIS SAMPEDRO,643,0,2.00,14110
10/20/2016,147,Transformer 10V DC,147,IES JOSE LUIS SAMPEDRO,643,0,1.00,14110
10/20/2016,147,EV3 Large Servo Motor,147,IES JOSE LUIS SAMPEDRO,643,486.4,16.00,14110
10/20/2016,147,Transformer 10V DC,147,IES JOSE LUIS SAMPEDRO,643,0,4.00,14110
10/20/2016,147,EV3 Cable Pack,147,IES JOSE LUIS SAMPEDRO,643,63.96,4.00,14110
10/20/2016,147,LE Replacement Pack LME 3,147,IES JOSE LUIS SAMPEDRO,643,0,2.00,14110
10/20/2016,147,EV3 Medium Servo Motor,147,IES JOSE LUIS SAMPEDRO,643,51.98,2.00,14110
10/20/2016,147,SERVICIOS PRESTADOS,147,IES JOSE LUIS SAMPEDRO,643,-60.23,-1.00,14110
10/28/2015,153,EV3 Science Activity Pack,153,FEDPBT_ Escola Mare de Déu de la Salut,17,119.16,1.00,14110
10/28/2015,153,Temperature Sensor,153,FEDPBT_ Escola Mare de Déu de la Salut,17,180.6,6.00,14110
10/28/2015,153,Renewable Energy Add-on Set,153,FEDPBT_ Escola Mare de Déu de la Salut,17,101.26,1.00,14110
10/28/2015,153,Activity Pack for Renewable Energy Add-on,153,FEDPBT_ Escola Mare de Déu de la Salut,17,53.65,1.00,14110
10/28/2015,153,SERVICIOS PRESTADOS,153,FEDPBT_ Escola Mare de Déu de la Salut,17,-22.73,-1.00,14110
10/29/2015,156,LEGO® MINDSTORMS® Education EV3 Core Set,156,ASSOCIACIÓ DE PARES D'ALUMNES DE L'INSTITUT DE BATXILLERAT ARNAU CADELL,22,916.23,3.00,14002
10/29/2015,156,Transformer 10V DC,156,ASSOCIACIÓ DE PARES D'ALUMNES DE L'INSTITUT DE BATXILLERAT ARNAU CADELL,22,18.96,1.00,14002
5/13/2016,156,LEGO® MINDSTORMS® Education EV3 Core Set,156,ASSOCIACIÓ DE PARES D'ALUMNES DE L'INSTITUT DE BATXILLERAT ARNAU CADELL,149,719.98,2.00,14110
5/13/2016,156,SERVICIOS PRESTADOS,156,ASSOCIACIÓ DE PARES D'ALUMNES DE L'INSTITUT DE BATXILLERAT ARNAU CADELL,149,-37.01,-1.00,14002
5/13/2016,156,Transformer 10V DC,156,ASSOCIACIÓ DE PARES D'ALUMNES DE L'INSTITUT DE BATXILLERAT ARNAU CADELL,149,20.26,1.00,14002
11/18/2016,161,Tech Machines,161,VEDRUNA CARDONA,795,0,4.00,14110
11/18/2016,161,Tubes Experiment Set,161,VEDRUNA CARDONA,795,0,8.00,14110
11/18/2016,161,LE Replacement Pack Screwdriver,161,VEDRUNA CARDONA,795,0,15.00,14110
11/18/2016,161,LEGO® Soft Brick Set,161,VEDRUNA CARDONA,795,0,1.00,14110
11/18/2016,161,Early Simple Machines Set,161,VEDRUNA CARDONA,795,0,4.00,14110
11/18/2016,161,Simple Machines Set,161,VEDRUNA CARDONA,795,0,4.00,14110
11/18/2016,161,LearnToLearn Core Set & Curriculum Pack,161,VEDRUNA CARDONA,795,0,1.00,14110
11/18/2016,161,Simple & Powered Machines Set,161,VEDRUNA CARDONA,795,0,11.00,14110
11/18/2016,161,Pneumatics Add-on Set,161,VEDRUNA CARDONA,795,0,11.00,14110
11/18/2016,161,LEGO Education WeDo Construction Set,161,VEDRUNA CARDONA,795,0,4.00,14110
11/18/2016,161,SERVICIOS PRESTADOS,161,VEDRUNA CARDONA,795,-290,-1.00,14110
11/18/2016,161,SERVICIOS PRESTADOS,161,VEDRUNA CARDONA,795,2092.99,1.00,14110
11/18/2016,161,SERVICIOS PRESTADOS,161,VEDRUNA CARDONA,795,1308.09,1.00,14110
11/18/2016,161,SERVICIOS PRESTADOS,161,VEDRUNA CARDONA,795,2378.08,1.00,14110
11/18/2016,161,Introducing Simple & Powered Machines,161,VEDRUNA CARDONA,795,0,1.00,14110
11/18/2016,161,Activity Pack for Pneumatics,161,VEDRUNA CARDONA,795,0,1.00,14110
11/3/2015,164,LEGO Education WeDo Construction Set,164,ESCOLA MAS RAMPINYO,27,872.08,8.00,14110
11/3/2015,164,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,164,ESCOLA MAS RAMPINYO,27,75.41,1.00,14110
11/3/2015,164,Simple & Powered Machines Set,164,ESCOLA MAS RAMPINYO,27,279.18,2.00,14110
11/3/2015,164,Introducing Simple & Powered Machines,164,ESCOLA MAS RAMPINYO,27,88.24,1.00,14110
11/3/2015,164,SERVICIOS PRESTADOS,164,ESCOLA MAS RAMPINYO,27,-75.24,-1.00,14110
2/2/2016,191,LEGO® Education WeDo 2.0 Core Set,191,ZER BERGUEDÀ CENTRE,33,139.5,1.00,14110
2/2/2016,191,SERVICIOS PRESTADOS,191,ZER BERGUEDÀ CENTRE,33,-6.98,-1.00,14110
7/8/2016,214,SERVICIOS PRESTADOS,214,COLEGIO DE FOMENTO MONTECASTELO,285,105,1.00,14110
2/4/2016,219,LEGO® MINDSTORMS® Education EV3 Core Set,219,INSTITUT JOAN MIRÓ,37,1286,4.00,14110
2/4/2016,219,Transformer 10V DC,219,INSTITUT JOAN MIRÓ,37,36.28,2.00,14110
2/4/2016,219,SERVICIOS PRESTADOS,219,INSTITUT JOAN MIRÓ,37,-66.11,-1.00,14110
2/15/2016,236,LEGO® MINDSTORMS® Education EV3 Core Set,236,ESCOLA VEDRUNA SALLENT FPE VEDRUNA BARCELONA,49,719.98,2.00,14110
2/15/2016,236,Transformer 10V DC,236,ESCOLA VEDRUNA SALLENT FPE VEDRUNA BARCELONA,49,20.26,1.00,14110
2/15/2016,236,SERVICIOS PRESTADOS,236,ESCOLA VEDRUNA SALLENT FPE VEDRUNA BARCELONA,49,-37.01,-1.00,14110
2/9/2016,312,LEGO® MINDSTORMS® Education EV3 Core Set,312,COLEGIO BRAINS,43,9002,28.00,14110
2/9/2016,312,SERVICIOS PRESTADOS,312,COLEGIO BRAINS,43,-450.07,-1.00,14110
1/15/2016,314,Certificación Básica LEGO MINDSTORMS Education EV3,314,COL·LEGI MARE DE DEU DEL CARME,19,150,1.00,14110
4/7/2016,328,SERVICIOS PRESTADOS,328,SANT GABRIEL,101,300,1.00,14110
10/13/2016,332,LEGO® Soft Brick Set,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,501.34,1.00,14110
10/13/2016,332,Animal Bingo,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,36.88,1.00,14110
10/13/2016,332,"Build Me ""Emotions""",332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,65.99,1.00,14110
10/13/2016,332,Pack MoreToMath (Core set + Curriculum Pack 1-2),332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,161.12,1.00,14110
10/13/2016,332,MoreToMath Core Set 1 - 2,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,0,1.00,14110
10/13/2016,332,MoreToMath Curriculum Pack 1 - 2,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,0,1.00,14110
10/13/2016,332,LearnToLearn Core Set & Curriculum Pack,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,93.89,1.00,14110
10/13/2016,332,StoryStarter Curriculum Pack & Software,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,105.7,1.00,14110
10/13/2016,332,Simple Machines Set,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,53.07,1.00,14110
10/13/2016,332,Simple & Powered Machines Set,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,141.95,1.00,14110
10/13/2016,332,SERVICIOS PRESTADOS,332,COMUNIDAD ISRAELITA DE BARCELONA (COLEGIO HATIKVA),591,-58,-1.00,14110
6/22/2016,476,LEGO® MINDSTORMS® Education EV3 Core Set,476,AMPA LA MERCED,226,2159.94,6.00,14110
6/22/2016,476,Transformer 10V DC,476,AMPA LA MERCED,226,60.78,3.00,14110
6/22/2016,476,SERVICIOS PRESTADOS,476,AMPA LA MERCED,226,-113.28,-1.00,14110
4/28/2016,492,LEGO® MINDSTORMS® NXT Education Base Set,492,IES ARXIDUC LLUÍS SALVADOR,132,300.38,1.00,14110
4/28/2016,492,GASTOS DE ENVIO,492,IES ARXIDUC LLUÍS SALVADOR,132,9,1.00,14110
4/28/2016,492,SERVICIOS PRESTADOS,492,IES ARXIDUC LLUÍS SALVADOR,132,0,-1.00,14110
5/2/2016,500,LEGO Education WeDo Construction Set,500,CASA JESUS-MARIA,135,2857,25.00,14110
5/2/2016,500,LEGO® MINDSTORMS® Education EV3 Core Set,500,CASA JESUS-MARIA,135,359.99,1.00,14110
5/2/2016,500,Transformer 10V DC,500,CASA JESUS-MARIA,135,20.26,1.00,14110
5/2/2016,500,Simple Machines Set,500,CASA JESUS-MARIA,135,477.63,9.00,14110
5/2/2016,500,SERVICIOS PRESTADOS,500,CASA JESUS-MARIA,135,-185.74,-1.00,14110
5/25/2016,509,LEGO® Education WeDo 2.0 Core Set,509,CAXTON COLLEGE,167,1953,14.00,14110
5/25/2016,509,SERVICIOS PRESTADOS,509,CAXTON COLLEGE,167,-97.65,-1.00,14110
5/3/2016,511,Pack aula 12 - 4 MINDSTORMS EV3 + ACCESORIOS,511,IES MATA JOVE,137,1652.48,1.00,14110
5/3/2016,511,LEGO® MINDSTORMS® Education EV3 Core Set,511,IES MATA JOVE,137,0,4.00,14110
5/3/2016,511,LEGO® MINDSTORMS® Education EV3 Expansio,511,IES MATA JOVE,137,0,4.00,14110
5/3/2016,511,Transformer 10V DC,511,IES MATA JOVE,137,0,2.00,14110
5/17/2016,542,LEGO® MINDSTORMS® Education EV3 Core Set,542,BIHOTZ GAZTEA IKASTOLA,153,0,10.00,14110
5/17/2016,542,LEGO® MINDSTORMS® Education EV3 Expansio,542,BIHOTZ GAZTEA IKASTOLA,153,0,10.00,14110
5/17/2016,542,Transformer 10V DC,542,BIHOTZ GAZTEA IKASTOLA,153,0,5.00,14110
5/17/2016,542,SERVICIOS PRESTADOS,542,BIHOTZ GAZTEA IKASTOLA,153,4326,1.00,14110
6/30/2016,546,LEGO® MINDSTORMS® Education EV3 Core Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,1799.95,5.00,14110
6/30/2016,546,Transformer 10V DC,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,40.52,2.00,14110
6/30/2016,546,Simple & Powered Machines Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,1703.4,12.00,14110
6/30/2016,546,Introducing Simple & Powered Machines,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,97.92,1.00,14110
6/30/2016,546,SERVICIOS PRESTADOS,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,252,-190,-1.00,14110
11/4/2016,632,LEGO® MINDSTORMS® Education EV3 Core Set,632,COLEGIO NAZARET REALEJOS,720,719.98,2.00,14110
11/4/2016,632,SERVICIOS PRESTADOS,632,COLEGIO NAZARET REALEJOS,720,-72,-1.00,14110
11/4/2016,632,GASTOS DE ENVIO,632,COLEGIO NAZARET REALEJOS,720,26,1.00,14110
7/6/2016,636,LEGO® Education WeDo 2.0 Core Set,636,ESCOLA BENVIURE,273,837,6.00,14110
7/6/2016,636,SERVICIOS PRESTADOS,636,ESCOLA BENVIURE,273,-41.85,-1.00,14110
7/7/2016,638,LEGO Education WeDo Construction Set,638,ESCOLA NOU PATUFET,278,975.2,8.00,14110
7/7/2016,638,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,638,ESCOLA NOU PATUFET,278,76.78,1.00,14110
7/7/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,278,-52.6,-1.00,14110
7/7/2016,638,LEGO® Education WeDo 2.0 Core Set,638,ESCOLA NOU PATUFET,279,1116,8.00,14110
7/7/2016,638,Curriculum Pack LEGO Education WeDo 2.0,638,ESCOLA NOU PATUFET,279,0,1.00,14110
7/7/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,279,-56,-1.00,14110
7/7/2016,638,LEGO® MINDSTORMS® Education EV3 Core Set,638,ESCOLA NOU PATUFET,280,1439.96,4.00,14110
7/7/2016,638,Transformer 10V DC,638,ESCOLA NOU PATUFET,280,40.52,2.00,14110
7/7/2016,638,Pack EV3 Space Challenge Set and Activity Pack,638,ESCOLA NOU PATUFET,280,260.29,1.00,14110
7/7/2016,638,EV3 Space Challenge Set,638,ESCOLA NOU PATUFET,280,0,1.00,14110
7/7/2016,638,EV3 Space Challenge Activity Pack,638,ESCOLA NOU PATUFET,280,0,1.00,14110
7/7/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,280,-90,-1.00,14110
9/13/2016,638,Simple Machines Set,638,ESCOLA NOU PATUFET,417,0,8.00,14110
9/13/2016,638,Activity Pack for Simple Machines,638,ESCOLA NOU PATUFET,417,0,1.00,14110
9/13/2016,638,LEGO Education WeDo Construction Set,638,ESCOLA NOU PATUFET,417,609.5,5.00,14110
9/13/2016,638,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,638,ESCOLA NOU PATUFET,417,76.78,1.00,14110
9/13/2016,638,LEGO® Education WeDo 2.0 Core Set,638,ESCOLA NOU PATUFET,417,837,6.00,14110
9/13/2016,638,Curriculum Pack LEGO Education WeDo 2.0,638,ESCOLA NOU PATUFET,417,0,1.00,14110
9/13/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,417,1447.93,1.00,14110
9/13/2016,638,LEGO® MINDSTORMS® Education EV3 Core Set,638,ESCOLA NOU PATUFET,417,0,4.00,14110
9/13/2016,638,LEGO® MINDSTORMS® Education EV3 Expansio,638,ESCOLA NOU PATUFET,417,0,2.00,14110
9/13/2016,638,Transformer 10V DC,638,ESCOLA NOU PATUFET,417,0,2.00,14110
9/13/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,417,399,1.00,14110
9/13/2016,638,SERVICIOS PRESTADOS,638,ESCOLA NOU PATUFET,417,-76.16,-1.00,14110
9/6/2016,674,LEGO® MINDSTORMS® Education EV3 Core Set,674,COLEGIO PUERTOBLANCO,386,1439.96,4.00,14110
9/6/2016,674,Transformer 10V DC,674,COLEGIO PUERTOBLANCO,386,40.52,2.00,14110
9/6/2016,674,SERVICIOS PRESTADOS,674,COLEGIO PUERTOBLANCO,386,-74.02,-1.00,14110
9/6/2016,674,LEGO Education WeDo Construction Set,674,COLEGIO PUERTOBLANCO,387,731.4,6.00,14110
9/6/2016,674,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,674,COLEGIO PUERTOBLANCO,387,76.78,1.00,14110
9/6/2016,674,SERVICIOS PRESTADOS,674,COLEGIO PUERTOBLANCO,387,-40.41,-1.00,14110
9/29/2016,674,LEGO Education WeDo Construction Set,674,COLEGIO PUERTOBLANCO,508,243.8,2.00,14110
9/29/2016,674,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,674,COLEGIO PUERTOBLANCO,508,76.78,1.00,14110
9/29/2016,674,SERVICIOS PRESTADOS,674,COLEGIO PUERTOBLANCO,508,-16.03,-1.00,14110
9/16/2016,694,LEGO® MINDSTORMS® Education EV3 Core Set,694,COLEGIO INTERNACIONAL CAMPO LARA,442,0,2.00,14110
9/16/2016,694,Transformer 10V DC,694,COLEGIO INTERNACIONAL CAMPO LARA,442,0,1.00,14110
9/19/2016,697,SERVICIOS PRESTADOS,697,FUNDACIÓ PRIVADA ELS ARCS,451,1445,1.00,14110
9/19/2016,697,LEGO® MINDSTORMS® Education EV3 Core Set,697,FUNDACIÓ PRIVADA ELS ARCS,451,0,4.00,14110
9/19/2016,697,Transformer 10V DC,697,FUNDACIÓ PRIVADA ELS ARCS,451,0,4.00,14110
9/19/2016,697,LEGO® MINDSTORMS® Education EV3 Expansio,697,FUNDACIÓ PRIVADA ELS ARCS,451,0,2.00,14110
9/22/2016,706,LEGO Education WeDo Construction Set,706,COLEGIO SANTA ANA DE BUÑUEL,473,609.5,5.00,14110
9/22/2016,706,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,706,COLEGIO SANTA ANA DE BUÑUEL,473,76.78,1.00,14110
9/22/2016,706,SERVICIOS PRESTADOS,706,COLEGIO SANTA ANA DE BUÑUEL,473,-34.31,-1.00,14110
9/30/2016,710,LEGO® MINDSTORMS® Education EV3 Expansio,710,ESCOLA MARIA ANNA MOGAS,527,515.3,5.00,14110
9/30/2016,710,SERVICIOS PRESTADOS,710,ESCOLA MARIA ANNA MOGAS,527,-25.77,-1.00,14110
9/27/2016,715,LEGO® MINDSTORMS® Education EV3 Core Set,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,1439.96,4.00,14110
9/27/2016,715,Transformer 10V DC,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,40.52,2.00,14110
9/27/2016,715,LEGO Education WeDo Construction Set,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,731.4,6.00,14110
9/27/2016,715,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,76.78,1.00,14110
9/27/2016,715,SERVICIOS PRESTADOS,715,CEIP GINÉS GARCÍA MARTÍNEZ,493,-114.43,-1.00,14110
9/28/2016,721,LEGO® MINDSTORMS® Education EV3 Core Set,721,IES JOAN D'ÀUSTRIA,504,2879.92,8.00,14110
9/28/2016,721,Transformer 10V DC,721,IES JOAN D'ÀUSTRIA,504,81.04,4.00,14110
9/28/2016,721,SERVICIOS PRESTADOS,721,IES JOAN D'ÀUSTRIA,504,-148.05,-1.00,14110
9/29/2016,726,LEGO® MINDSTORMS® Education EV3 Core Set,726,IES VALLE DEL OJA,512,0,2.00,14110
9/29/2016,726,Transformer 10V DC,726,IES VALLE DEL OJA,512,0,1.00,14110
9/29/2016,726,LEGO® MINDSTORMS® Education EV3 Core Set,726,IES VALLE DEL OJA,513,359.99,1.00,14110
9/29/2016,726,Transformer 10V DC,726,IES VALLE DEL OJA,513,20.26,1.00,14110
9/29/2016,726,SERVICIOS PRESTADOS,726,IES VALLE DEL OJA,513,-38.03,-1.00,14110
9/30/2016,729,LEGO Education WeDo Construction Set,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,525,2438,20.00,14110
9/30/2016,729,LEGO® Education WeDo™ Software v.1.2 and Activity Pack,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,525,76.78,1.00,14110
9/30/2016,729,SERVICIOS PRESTADOS,729,COLEGIO LOS OLIVOS PADRES AGUSTINOS DE MÁLAGA,525,-200,-1.00,14110
